radio,1 Sí,2 No,TOTAL
181120108,1103,131,1234
181120109,623,53,676
181120110,511,47,558
181120111,450,28,478
181120112,635,75,710
181120113,405,16,421
181120114,1050,85,1135
181120201,85,6,91
181120202,194,38,232
181120203,170,12,182
181120204,91,6,97
181120205,90,6,96
181120206,113,11,124
181120207,71,2,73
181120208,49,2,51
181120209,71,10,81
181120210,157,16,173
181120211,11,6,17
181120212,427,45,472
181120301,49,2,51
181120302,26,2,28
181120303,49,8,57
181120304,12,1,13
181120401,129,20,149
181120402,44,9,53
181120403,172,24,196
181120404,520,68,588
181120405,111,3,114
181120406,26,9,35
181120407,90,7,97
181120408,17,1,18
181120409,48,11,59
181120410,76,7,83
181120411,16,3,19
181120501,10,1,11
181120502,74,6,80
181120503,54,5,59
181120504,10,0,10
181120601,66,2,68
181120602,145,16,161
181120603,16,4,20
181120604,41,5,46
181120701,1011,119,1130
181120702,296,45,341
181120703,49,4,53
181120704,132,11,143
181120705,75,3,78
181120706,39,1,40
181120707,29,6,35
181120708,29,7,36
181120709,0,0,0
181120710,111,11,122
181120801,152,11,163
181120802,157,15,172
181120803,219,13,232
181120804,217,26,243
181120805,56,4,60
181120806,820,46,866
181120807,761,43,804
181120808,1436,138,1574
181120809,807,114,921
181120810,1339,126,1465
181120901,626,77,703
181120902,740,48,788
181120903,577,33,610
181120904,444,14,458
181120905,573,23,596
181120906,453,27,480
181120907,857,48,905
181120908,961,79,1040
181120909,693,59,752
181120910,797,80,877
181120911,822,63,885
181120912,591,41,632
181120913,1573,208,1781
181120914,767,159,926
181190101,758,116,874
181190102,874,50,924
181190103,1070,81,1151
181190104,1604,143,1747
181190105,955,79,1034
181190106,485,29,514
181190107,690,62,752
181190108,838,72,910
181190109,1411,183,1594
181190110,915,116,1031
181190111,762,105,867
181190112,218,13,231
181190113,458,106,564
181190114,702,44,746
181190115,1330,156,1486
181190116,941,85,1026
181190117,698,128,826
181190201,23,1,24
181190202,38,4,42
181190301,280,34,314
181190302,217,39,256
181190303,24,1,25
181190401,830,134,964
181190402,39,6,45
181190403,68,7,75
181190404,68,9,77
181190501,75,10,85
181190502,57,5,62
181190601,632,90,722
181190602,33,3,36
181190701,29,3,32
181190702,110,15,125
181190703,18,4,22
181190801,15,2,17
181190802,56,4,60
181190901,427,57,484
181190902,14,1,15
181190903,24,7,31
181190904,3,0,3
181190905,51,3,54
181191001,107,20,127
181191002,86,14,100
181191003,57,17,74
181191101,13,5,18
181191102,19,2,21
181191103,32,8,40
181191201,50,10,60
181191202,20,2,22
181191203,33,3,36
181191301,5,1,6
181191401,401,71,472
181191402,757,110,867
181191403,1343,224,1567
181191404,505,76,581
181191405,1399,107,1506
181191406,744,90,834
181191407,1047,134,1181
181191501,882,105,987
181191502,543,76,619
181191503,1058,79,1137
181191504,873,95,968
181191505,938,47,985
181191506,472,27,499
181191507,783,69,852
181191508,906,132,1038
181191509,730,93,823
181191510,682,40,722
181191511,797,27,824
181191512,538,25,563
181191513,633,23,656
181191514,214,24,238
181191515,1005,110,1115
181191516,457,25,482
181191517,314,26,340
181191518,473,18,491
181191519,1117,134,1251
181191520,1132,84,1216
181191521,835,93,928
181191522,779,97,876
181191523,593,26,619
181260101,1031,137,1168
181260102,992,117,1109
181260103,797,54,851
181260104,1143,89,1232
181260105,1297,122,1419
181260106,1263,101,1364
181260107,1334,123,1457
181260108,1297,177,1474
181260109,846,116,962
181260201,152,31,183
181260202,1078,126,1204
181260203,17,6,23
181260301,478,85,563
181260302,87,19,106
181260401,107,43,150
181260402,114,15,129
181260501,986,169,1155
181260502,308,46,354
181260601,401,76,477
181260602,55,20,75
181260603,19,5,24
181260701,1248,170,1418
181260702,250,37,287
181260703,396,85,481
181260801,157,23,180
181260802,80,26,106
181260901,944,123,1067
181260902,1228,114,1342
181260903,308,51,359
181260904,164,31,195
181330101,726,55,781
181330102,402,46,448
181330103,412,45,457
181330104,112,17,129
181330201,139,11,150
181330202,207,12,219
181330203,187,21,208
181330204,378,44,422
181330205,198,29,227
181330206,493,38,531
181330207,508,23,531
181330208,624,36,660
181330209,275,15,290
181330210,290,31,321
181330211,98,6,104
181330212,336,32,368
181330213,305,21,326
181330214,1345,136,1481
181330215,178,31,209
181330216,62,12,74
181330301,911,103,1014
181330302,475,48,523
181330303,66,15,81
181330304,56,3,59
181330305,4,1,5
181330401,545,94,639
181330402,87,10,97
181330403,256,27,283
181330501,911,52,963
181330502,818,77,895
181330503,221,21,242
181330504,196,25,221
181330505,177,28,205
181330506,225,49,274
181330507,214,19,233
181330601,2,0,2
181330602,0,0,0
181330603,1,0,1
181400101,891,155,1046
181400102,718,89,807
181400103,864,115,979
181400104,808,56,864
181400105,976,98,1074
181400106,1270,93,1363
181400107,950,83,1033
181400108,813,72,885
181400109,943,124,1067
181400110,1038,171,1209
181400201,228,76,304
181400202,269,43,312
181400203,1447,232,1679
181400204,139,17,156
181400205,18,6,24
181400206,659,70,729
181400301,83,21,104
181400302,113,21,134
181400303,41,9,50
181400401,31,6,37
181400402,66,9,75
181400403,58,12,70
181400404,66,29,95
181400405,165,54,219
181400501,61,30,91
181400502,37,15,52
181400503,37,4,41
181400504,44,22,66
181400601,189,51,240
181400602,237,70,307
181400603,6,0,6
181400604,18,2,20
181400701,112,35,147
181400702,56,8,64
181400703,220,44,264
181400704,45,7,52
181400801,20,2,22
181400802,86,8,94
181400803,213,58,271
181400804,62,17,79
181400805,120,24,144
181400806,52,7,59
181400807,15,2,17
181400808,2,0,2
181400809,29,17,46
181400901,14,3,17
181400902,93,21,114
181400903,121,22,143
181470101,834,136,970
181470102,844,96,940
181470103,786,114,900
181470104,634,54,688
181470105,826,65,891
181470106,1064,152,1216
181470107,660,91,751
181470201,169,23,192
181470202,173,38,211
181470203,96,17,113
181470204,65,14,79
181470205,551,99,650
181470206,766,68,834
181470207,586,44,630
181470301,41,3,44
181470302,29,8,37
181470303,31,4,35
181470304,47,10,57
181470401,56,4,60
181470402,33,6,39
181470403,51,3,54
181470501,22,3,25
181470502,86,20,106
181470503,6,5,11
181470601,4,0,4
181470602,31,11,42
181470603,25,3,28
181470604,11,0,11
181470701,38,6,44
181470702,7,2,9
181470703,9,1,10
181470801,498,120,618
181470802,503,86,589
181470803,46,13,59
181470804,34,7,41
181470901,21,2,23
181470902,73,13,86
181470903,72,17,89
181471001,37,3,40
181471002,12,11,23
181471003,29,3,32
181471004,7,0,7
181471101,11,10,21
181471102,26,8,34
181471103,0,3,3
181471201,354,45,399
181471202,52,11,63
181471203,29,6,35
181471204,372,53,425
181540101,1474,212,1686
181540102,1251,150,1401
181540103,839,108,947
181540201,188,40,228
181540202,1073,221,1294
181540203,777,180,957
181540204,18,0,18
181540301,49,1,50
181540302,7,0,7
181540401,212,42,254
181540402,200,31,231
181540501,13,0,13
181540502,12,5,17
181540601,73,7,80
181540602,18,1,19
181540603,50,8,58
181540701,684,90,774
181540702,356,91,447
181540703,458,72,530
181540704,776,98,874
181540801,23,6,29
181540802,39,3,42
181540901,0,0,0
181610101,670,92,762
181610102,791,145,936
181610103,669,76,745
181610104,727,44,771
181610105,908,124,1032
181610106,1149,136,1285
181610107,589,117,706
181610108,613,68,681
181610201,321,63,384
181610202,400,63,463
181610203,256,51,307
181610204,220,34,254
181610205,78,21,99
181610206,342,81,423
181610301,326,83,409
181610302,4,0,4
181610303,112,24,136
181610304,14,2,16
181610401,462,94,556
181610402,272,46,318
181610403,29,6,35
181610404,211,27,238
181610405,762,81,843
181610501,89,14,103
181610502,47,12,59
181610503,96,14,110
181610504,917,133,1050
181610505,1066,166,1232
181610601,879,147,1026
181610602,247,44,291
181610603,295,48,343
181610604,28,10,38
181610605,426,62,488
181610606,201,34,235
181610607,872,92,964
181680101,150,31,181
181680102,795,58,853
181680103,735,56,791
181680104,808,56,864
181680105,594,37,631
181680106,932,131,1063
181680107,1016,165,1181
181680108,934,110,1044
181680109,991,153,1144
181680110,847,71,918
181680201,297,55,352
181680202,192,25,217
181680301,90,14,104
181680302,62,13,75
181680303,33,12,45
181680401,42,5,47
181680402,31,3,34
181680403,39,3,42
181680501,132,36,168
181680502,25,6,31
181680601,20,5,25
181680602,24,1,25
181680603,163,42,205
181680604,23,4,27
181680701,902,164,1066
181680702,1455,208,1663
181680703,1343,175,1518
181680704,742,110,852
181680705,1990,429,2419
181680706,1289,231,1520
181680707,701,104,805
181680708,1,0,1
181680709,0,0,0
181680710,22,2,24
181680711,551,85,636
181680712,1352,204,1556
181680713,930,82,1012
181680714,575,47,622
181680715,814,72,886
181680716,833,67,900
181680717,793,78,871
181680718,1369,94,1463
181680719,1155,107,1262
181680720,1017,128,1145
181680721,757,71,828
181680722,1401,202,1603
181680723,660,46,706
181680724,683,49,732
181680725,1648,155,1803
181680726,12,1,13
181680727,825,157,982
181680801,133,28,161
181680802,34,3,37
181680803,4,0,4
181680804,39,6,45
181680901,17,3,20
181680902,6,0,6
181680903,17,1,18
181680904,12,2,14
181681001,6,0,6
181681002,172,31,203
181681003,72,8,80
181681101,6,2,8
181681102,9,1,10
181681103,244,32,276
181681201,284,64,348
181681202,13,2,15
181681203,40,5,45
181681204,26,8,34
181681301,34,2,36
181681302,92,17,109
181681303,488,64,552
181681304,17,4,21
181681305,224,24,248
181681306,518,106,624
181681307,1839,188,2027
181681401,667,66,733
181681402,172,22,194
181681403,60,4,64
181681404,192,14,206
181681501,193,30,223
181681502,10,0,10
181681601,526,92,618
181681602,166,7,173
181681603,75,4,79
181681604,18,0,18
181681701,1110,147,1257
181681702,705,28,733
181681703,839,43,882
181681704,728,67,795
181681705,542,36,578
181681706,499,12,511
181681707,908,50,958
181681708,1156,107,1263
181681709,943,128,1071
181681710,1142,181,1323
181681711,634,79,713
181681712,1188,83,1271
181681713,785,43,828
181681714,873,105,978
181750101,676,123,799
181750102,570,95,665
181750103,620,41,661
181750104,885,142,1027
181750105,1029,171,1200
181750106,860,89,949
181750107,930,119,1049
181750108,241,41,282
181750201,30,11,41
181750202,45,10,55
181750203,33,7,40
181750204,78,11,89
181750301,40,8,48
181750302,51,14,65
181750303,101,18,119
181750401,90,9,99
181750402,137,22,159
181750403,198,25,223
181750501,259,61,320
181750502,20,4,24
181750503,69,12,81
181750601,162,49,211
181750602,104,41,145
181750603,15,3,18
181750604,10,2,12
181750605,39,16,55
181750701,14,8,22
181750702,17,7,24
181750801,22,4,26
181750802,17,4,21
220070101,1313,136,1449
220070102,1581,177,1758
220070103,977,77,1054
220070104,682,68,750
220070201,224,47,271
220070202,85,12,97
220070203,101,35,136
220070204,309,55,364
220070205,116,16,132
220070206,200,50,250
220070207,265,67,332
220070208,1401,265,1666
220070209,484,100,584
220070301,87,21,108
220070302,144,15,159
220070303,76,19,95
220070304,257,61,318
220070401,108,20,128
220070402,54,18,72
220070403,41,6,47
220070404,68,9,77
220070501,281,73,354
220070502,658,131,789
220070503,536,57,593
220070504,151,35,186
220070505,158,33,191
220070506,879,202,1081
220070507,610,65,675
220070508,1138,279,1417
220070509,1018,279,1297
220070601,269,45,314
220070602,257,35,292
220070603,412,73,485
220070604,156,31,187
220070701,796,222,1018
220070702,988,221,1209
220070703,418,58,476
220070704,587,40,627
220070705,1240,115,1355
220070706,825,114,939
220070707,770,127,897
220070708,1308,182,1490
220070801,219,31,250
220070802,184,30,214
220070803,200,40,240
220070804,131,24,155
220070805,57,6,63
220070806,62,30,92
220070807,793,167,960
220070901,861,116,977
220070902,738,93,831
220070903,266,35,301
220070904,669,78,747
220070905,1024,169,1193
220140101,19,6,25
220140102,232,37,269
220140103,542,57,599
220140201,13,0,13
220140202,42,11,53
220140203,54,8,62
220140301,19,3,22
220140302,12,1,13
220140303,17,4,21
220140304,8,1,9
220140305,74,6,80
220140306,59,7,66
220140307,766,99,865
220140308,714,80,794
220140401,849,105,954
220140402,648,69,717
220140403,201,27,228
220140404,191,32,223
220140405,1079,150,1229
220140406,283,42,325
220140407,223,28,251
220140408,769,45,814
220140409,546,92,638
220140410,902,75,977
220140411,608,28,636
220140412,1069,201,1270
220140501,860,91,951
220140502,1117,79,1196
220140503,842,43,885
220140504,907,108,1015
220140505,537,73,610
220140601,969,74,1043
220140602,589,34,623
220140603,693,38,731
220140604,1277,150,1427
220140605,446,39,485
220140701,75,8,83
220140702,342,61,403
220140703,114,19,133
220140704,798,93,891
220140705,679,73,752
220140801,222,50,272
220140802,192,34,226
220140803,268,78,346
220140804,63,11,74
220140805,281,54,335
220140901,32,2,34
220140902,66,19,85
220210101,99,19,118
220210102,132,20,152
220210201,115,24,139
220210202,88,33,121
220210301,47,16,63
220210302,164,40,204
220210303,107,18,125
220210401,216,41,257
220210402,20,1,21
220210403,523,104,627
220210501,131,30,161
220210502,344,72,416
220210503,484,101,585
220210504,595,17,612
220210505,826,178,1004
220210506,715,135,850
220210507,1071,122,1193
220210508,1132,168,1300
220210601,556,118,674
220210602,151,31,182
220210603,250,86,336
220210604,366,102,468
220210605,890,170,1060
220210606,482,93,575
220210607,749,248,997
220210608,987,184,1171
220210701,1078,113,1191
220210702,556,26,582
220210703,425,20,445
220210704,1917,220,2137
220210705,676,59,735
220210706,521,21,542
220210707,576,48,624
220210708,931,54,985
220210709,974,53,1027
220210710,836,95,931
220210711,555,29,584
220210712,386,22,408
220210713,1060,50,1110
220210714,668,35,703
220210715,636,33,669
220210716,428,20,448
220210717,364,15,379
220210718,669,43,712
220210719,1280,93,1373
220210720,536,25,561
220210721,802,113,915
220210722,385,92,477
220210723,530,19,549
220210801,1196,121,1317
220210802,958,222,1180
220210803,1012,228,1240
220210804,856,70,926
220210805,366,13,379
220210806,876,74,950
220210807,616,32,648
220210808,1019,116,1135
220210809,825,77,902
220210810,540,38,578
220210811,837,163,1000
220210812,730,95,825
220210813,810,113,923
220210814,1044,182,1226
220210815,759,192,951
220210816,653,90,743
220210901,56,5,61
220210902,123,24,147
220210903,141,19,160
220211001,130,23,153
220211002,136,33,169
220211003,94,17,111
220211101,155,33,188
220211102,51,12,63
220211103,112,22,134
220211201,94,19,113
220211202,213,40,253
220211301,123,14,137
220211302,149,23,172
220211401,95,8,103
220211402,100,10,110
220211501,504,13,517
220211502,479,19,498
220211503,407,14,421
220211504,854,38,892
220211505,812,63,875
220211506,2404,512,2916
220211507,661,35,696
220211508,1196,103,1299
220211509,862,97,959
220211510,943,54,997
220211511,1256,90,1346
220211512,800,192,992
220211513,292,9,301
220211601,1003,148,1151
220211602,814,66,880
220211603,433,13,446
220211604,606,42,648
220211605,1177,241,1418
220211606,500,42,542
220211607,605,22,627
220211608,694,61,755
220211609,642,77,719
220211610,946,124,1070
220211611,1089,60,1149
220211612,619,37,656
220211613,720,38,758
220211614,803,177,980
220211615,774,169,943
